QuestFlag,Server,Verified Conquest,Verified Levistras,Quest,Url,Info,Hint,Repeatable
aerbaxcompletedwait,,Verified,Verified,Aerbax's Citadel,https://acportalstorm.com/wiki/Aerbax's_Citadel,Players wait time to receive rewards for Aerbax Citadel. See Emissary of Asheron.,Speak with Emissary of Asheron South Gate 65.0S 63.8W - North Gate Harmonic Crystal 63.3S 63.7W - East Gate Harmonic Crystal 64.0S 62.9W - West Gate Harmonic Crystal 64.1S 64.7W - South Gate 65.0S 63.8W - Aerbax's Citadel POI - Speak with Emissary of Asheron - Speak with Leopold Ayan Baqur,TRUE
aerbaxmaskshardpickuptimer,,Verified,Verified,Aerbax's Citadel,https://acportalstorm.com/wiki/Aerbax's_Citadel,Pick up Aerbax Mask Shard from ground.,Speak with Emissary of Asheron South Gate 65.0S 63.8W - North Gate Harmonic Crystal 63.3S 63.7W - East Gate Harmonic Crystal 64.0S 62.9W - West Gate Harmonic Crystal 64.1S 64.7W - South Gate 65.0S 63.8W - Aerbax's Citadel POI - Speak with Emissary of Asheron - Speak with Leopold Ayan Baqur,TRUE
aerbaxplatformaccess,,Verified,Verified,Aerbax's Citadel,https://acportalstorm.com/wiki/Aerbax's_Citadel,Be part of Fellowship when the turn in happens to flag to enter. Don't need to be the person who turns in.,Speak with Emissary of Asheron South Gate 65.0S 63.8W - North Gate Harmonic Crystal 63.3S 63.7W - East Gate Harmonic Crystal 64.0S 62.9W - West Gate Harmonic Crystal 64.1S 64.7W - South Gate 65.0S 63.8W - Aerbax's Citadel POI - Speak with Emissary of Asheron - Speak with Leopold Ayan Baqur,TRUE
aerbaxshadowdefeated,,Verified,Verified,Aerbax's Citadel,https://acportalstorm.com/wiki/Aerbax's_Citadel,Be part of Fellowship when Aerbax's Shadow is defeated in final location. MUST be part of fellowship.,Speak with Emissary of Asheron South Gate 65.0S 63.8W - North Gate Harmonic Crystal 63.3S 63.7W - East Gate Harmonic Crystal 64.0S 62.9W - West Gate Harmonic Crystal 64.1S 64.7W - South Gate 65.0S 63.8W - Aerbax's Citadel POI - Speak with Emissary of Asheron - Speak with Leopold Ayan Baqur,FALSE
aerbaxshadowdefeatedrepeat,,Verified,Verified,Aerbax's Citadel,https://acportalstorm.com/wiki/Aerbax's_Citadel,Be part of Fellowship when Aerbax's Shadow is defeated in final location a second time.,Speak with Emissary of Asheron South Gate 65.0S 63.8W - North Gate Harmonic Crystal 63.3S 63.7W - East Gate Harmonic Crystal 64.0S 62.9W - West Gate Harmonic Crystal 64.1S 64.7W - South Gate 65.0S 63.8W - Aerbax's Citadel POI - Speak with Emissary of Asheron - Speak with Leopold Ayan Baqur,TRUE
aerbaxsprodigalbanderling_start,,Verified,Verified,Aerbax's Prodigal Banderling,https://acportalstorm.com/wiki/Aerbax's_Prodigal_Banderling,Talk to Chief Taraash to flag your fellowship. In Ayan Baqur.,Ayan Baqur 59.7S 87.8W - Speak with Guard Winterborn - Speak with Chief Taraash 60.2S 81.9W - Harraag's Hideout 60.2S 80.2W - Harraag's Lair - Kill Harraag - Return to Chief Taraash - Return to Guard Winterborn,FALSE
aerbaxsprodigalbanderling_wait,,Verified,Verified,Aerbax's Prodigal Banderling,https://acportalstorm.com/wiki/Aerbax's_Prodigal_Banderling,Player has completed Aerbaxs Prodigal Banderling Quest. See Guard Winterborn; Chief Taraash. In Ayan Baqur.,Ayan Baqur 59.7S 87.8W - Speak with Guard Winterborn - Speak with Chief Taraash 60.2S 81.9W - Harraag's Hideout 60.2S 80.2W - Harraag's Lair - Kill Harraag - Return to Chief Taraash - Return to Guard Winterborn,TRUE
aerbaxsprodigallugian_flag,,Verified,Verified,Aerbax's Prodigal Lugian,https://acportalstorm.com/wiki/Aerbax's_Prodigal_Lugian,Player is flagged for Prodigal Lugian portion of lockbox. See Lord Kresovus. In Cragstone.,Cragstone 25.7N 49.2E Speak with Oswent the Pale - Linvak Tukal Speak with Lord Kresovus - Chambers Beneath Linvak Tukal 77.6S 28.0E - Trial of the Arm - Trial of the Mind - Trial of the Heart - Trials Graduation - Return to Lord Kresovus,FALSE
aerbaxsprodigallugian_repeat,,Verified,Verified,Aerbax's Prodigal Lugian,https://acportalstorm.com/wiki/Aerbax's_Prodigal_Lugian,Player has completed Prodigal Lugian at least once. See Lord Kresovus; Oswent the Pale; Kresovus' Lockbox. In Cragstone.,Cragstone 25.7N 49.2E Speak with Oswent the Pale - Linvak Tukal Speak with Lord Kresovus - Chambers Beneath Linvak Tukal 77.6S 28.0E - Trial of the Arm - Trial of the Mind - Trial of the Heart - Trials Graduation - Return to Lord Kresovus,TRUE
aerbaxsprodigallugian_start,,Verified,Verified,Aerbax's Prodigal Lugian,https://acportalstorm.com/wiki/Aerbax's_Prodigal_Lugian,Player has started Aerbaxs Prodigal Lugian. See Lord Kresovus; Kresovus' Lockbox; Oswent the Pale. In Cragstone.,Cragstone 25.7N 49.2E Speak with Oswent the Pale - Linvak Tukal Speak with Lord Kresovus - Chambers Beneath Linvak Tukal 77.6S 28.0E - Trial of the Arm - Trial of the Mind - Trial of the Heart - Trials Graduation - Return to Lord Kresovus,FALSE
aerbaxsprodigallugian_wait,,Verified,Verified,Aerbax's Prodigal Lugian,https://acportalstorm.com/wiki/Aerbax's_Prodigal_Lugian,Wait timer for Aerbaxs Prodigal Lugian. See Oswent the Pale; Lord Kresovus. In Cragstone.,Cragstone 25.7N 49.2E Speak with Oswent the Pale - Linvak Tukal Speak with Lord Kresovus - Chambers Beneath Linvak Tukal 77.6S 28.0E - Trial of the Arm - Trial of the Mind - Trial of the Heart - Trials Graduation - Return to Lord Kresovus,TRUE
aerbaxsprodigalmosswartcompleted,,Verified,Verified,Aerbax's Prodigal Mosswart,https://acportalstorm.com/wiki/Aerbax's_Prodigal_Mosswart,Player wait timer for Aerbaxs Prodigal Mosswart Quest. See Sergeant Brigitta. In Kryst.,Kryst 74.3S 84.6E - Speak with Sergeant Brigitta - Mosswart Holding 78.2S 86.7E - Speak with Visiting Shaman - Pile of Stained Papers - MacNiall's Freehold 74.0S 92.3E - Speak with Researcher Tharin - Mosswart Worship Cavern 41.1S 48.8W - Speak with Ahumba,TRUE
aerbaxsprodigalmosswartrepeat,,Verified,Verified,Aerbax's Prodigal Mosswart,https://acportalstorm.com/wiki/Aerbax's_Prodigal_Mosswart,Player has completed Aerbaxs Prodigal Mosswart Quest at least once. See Sergeant Brigitta. In Kryst.,Kryst 74.3S 84.6E - Speak with Sergeant Brigitta - Mosswart Holding 78.2S 86.7E - Speak with Visiting Shaman - Pile of Stained Papers - MacNiall's Freehold 74.0S 92.3E - Speak with Researcher Tharin - Mosswart Worship Cavern 41.1S 48.8W - Speak with Ahumba,TRUE
aerbaxsprodigalmosswartstarted,,Verified,Verified,Aerbax's Prodigal Mosswart,https://acportalstorm.com/wiki/Aerbax's_Prodigal_Mosswart,Player has started Aerbaxs Prodigal Mosswart Quest. See Sergeant Brigitta; Visiting Shaman; Pile of Stained Papers. In Kryst.,Kryst 74.3S 84.6E - Speak with Sergeant Brigitta - Mosswart Holding 78.2S 86.7E - Speak with Visiting Shaman - Pile of Stained Papers - MacNiall's Freehold 74.0S 92.3E - Speak with Researcher Tharin - Mosswart Worship Cavern 41.1S 48.8W - Speak with Ahumba,FALSE
aerbaxsprodigaltumerokrepeat,,Verified,Verified,Aerbax's Prodigal Tumerok,https://acportalstorm.com/wiki/Aerbax's_Prodigal_Tumerok,Repeating Aerbaxs Prodigal Tumerok quest. See Nomea ibn Makar. In Qalaba'r.,Speak with Nomea ibn Makar 74.3S 19.1E - Lonely Fortress 56.7S 88.5W - Speak with Hea Rheaga - return to Nomea ibn Makar,TRUE
aerbaxsprodigaltumerokstart,,Verified,Verified,Aerbax's Prodigal Tumerok,https://acportalstorm.com/wiki/Aerbax's_Prodigal_Tumerok,Started Aerbaxs Prodigal Tumerok quest. See Nomea ibn Makar. In Qalaba'r.,Speak with Nomea ibn Makar 74.3S 19.1E - Lonely Fortress 56.7S 88.5W - Speak with Hea Rheaga - return to Nomea ibn Makar,FALSE
aerbaxsprodigaltumerokwait,,Verified,Verified,Aerbax's Prodigal Tumerok,https://acportalstorm.com/wiki/Aerbax's_Prodigal_Tumerok,Finished Aerbaxs Prodigal Tumerok quest. See Nomea ibn Makar. In Qalaba'r.,Speak with Nomea ibn Makar 74.3S 19.1E - Lonely Fortress 56.7S 88.5W - Speak with Hea Rheaga - return to Nomea ibn Makar,TRUE
aercyno,,Verified,Verified,Lady Aerfalle Quest,https://acportalstorm.com/wiki/Lady_Aerfalle_Quest,Aerlinthe Cynosure. Find/use Unreadable Scroll.,Crater Caves Dungeon 66.7N 12.5E - Tenkarrdun Foundry 88.8N 42.8E - Aerlinthe Reservoir 85.5N 43.4E - Aerlinthe Lower Reservoir - Relic Town 86.0N 45.4E - Aerfalle Keep 86.4N 45.4E - Aerfalle's Sanctum,TRUE
aerfallecharmpickup,,Verified,Verified,Lady Aerfalle Quest,https://acportalstorm.com/wiki/Lady_Aerfalle_Quest,Find/use Lady Aerfalle's Charm.,Crater Caves Dungeon 66.7N 12.5E - Tenkarrdun Foundry 88.8N 42.8E - Aerlinthe Reservoir 85.5N 43.4E - Aerlinthe Lower Reservoir - Relic Town 86.0N 45.4E - Aerfalle Keep 86.4N 45.4E - Aerfalle's Sanctum,TRUE
aerfalleembossedtokenpickup,,Verified,Verified,Lady Aerfalle Quest,https://acportalstorm.com/wiki/Lady_Aerfalle_Quest,Uber Lady A token from Chest.,Crater Caves Dungeon 66.7N 12.5E - Tenkarrdun Foundry 88.8N 42.8E - Aerlinthe Reservoir 85.5N 43.4E - Aerlinthe Lower Reservoir - Relic Town 86.0N 45.4E - Aerfalle Keep 86.4N 45.4E - Aerfalle's Sanctum,TRUE
aerfalleornatetokenpickup,Levistras,,Verified,Aerfalle Ornate Token Pickup,,,,
aerfallestaffobtained,,Verified,Verified,Lady Aerfalle Quest,https://acportalstorm.com/wiki/Lady_Aerfalle_Quest,Staff from any difficulty.,Crater Caves Dungeon 66.7N 12.5E - Tenkarrdun Foundry 88.8N 42.8E - Aerlinthe Reservoir 85.5N 43.4E - Aerlinthe Lower Reservoir - Relic Town 86.0N 45.4E - Aerfalle Keep 86.4N 45.4E - Aerfalle's Sanctum,FALSE
aerfalletokenpickup,,Verified,Verified,Lady Aerfalle Quest,https://acportalstorm.com/wiki/Lady_Aerfalle_Quest,Low Lady A Token.,Crater Caves Dungeon 66.7N 12.5E - Tenkarrdun Foundry 88.8N 42.8E - Aerlinthe Reservoir 85.5N 43.4E - Aerlinthe Lower Reservoir - Relic Town 86.0N 45.4E - Aerfalle Keep 86.4N 45.4E - Aerfalle's Sanctum,FALSE
aerlinthebellows,,Verified,Verified,Lady Aerfalle Quest,https://acportalstorm.com/wiki/Lady_Aerfalle_Quest,Hand Pyreal Forge Bellows to Smithing Golem. No flag for pickup.,Crater Caves Dungeon 66.7N 12.5E - Tenkarrdun Foundry 88.8N 42.8E - Aerlinthe Reservoir 85.5N 43.4E - Aerlinthe Lower Reservoir - Relic Town 86.0N 45.4E - Aerfalle Keep 86.4N 45.4E - Aerfalle's Sanctum,TRUE
aerlinthesluice,,Verified,Verified,Lady Aerfalle Quest,https://acportalstorm.com/wiki/Lady_Aerfalle_Quest,Hand Sluice Gate Bar to Repair Golem. No flag for pickup.,Crater Caves Dungeon 66.7N 12.5E - Tenkarrdun Foundry 88.8N 42.8E - Aerlinthe Reservoir 85.5N 43.4E - Aerlinthe Lower Reservoir - Relic Town 86.0N 45.4E - Aerfalle Keep 86.4N 45.4E - Aerfalle's Sanctum,TRUE
aetheriumcorefragmentpickuptimer,,Verified,Verified,Unleash the Gearknights,https://acportalstorm.com/wiki/Unleash_the_Gearknights,Pick up Fragment from Iron Blade Lieutenant.,Speak with Hei Shou at Eastham 17.5N 63.5E - Reaving Facility 40.1N 50.9W - Arrival Chamber 40.1N 50.9W - Speak with Hei Shou at Eastham 17.5N 63.5E,TRUE
aetheriumraidshighcompleted_0210,,Verified,Verified,Aetherium Raid (High),https://acportalstorm.com/wiki/Aetherium_Raid_(High),Turn in Bright Aetherium Ore Fragment. In Direlands Gear Knight Invasion Area.,Speak with Sir Durnstad at Direlands Gear Knight Resistance Camp 12.3S 75.0W - Direlands Gear Knight Dungeon 10.4S 75.2W destroy stockpile - return to Sir Durnstad,TRUE
aetheriumraidshighstarted_0210,,Verified,Verified,Aetherium Raid (High),https://acportalstorm.com/wiki/Aetherium_Raid_(High),Speak to Sir Durnstad. In Direlands Gear Knight Invasion Area.,Speak with Sir Durnstad at Direlands Gear Knight Resistance Camp 12.3S 75.0W - Direlands Gear Knight Dungeon 10.4S 75.2W destroy stockpile - return to Sir Durnstad,FALSE
aetheriumraidslowcompleted,,Verified,Verified,Aetherium Raid (Low),https://acportalstorm.com/wiki/Aetherium_Raid_(Low),Turn in Dull Aetherium Ore Fragment. In Direlands Gear Knight Invasion Area.,Speak with Sir Oakley 33.4S 6.3E - Gear Knight Excavation 36.0S 7.2E - Destroy Dull Aetherium Ore Stockpile - Pick up Dull Aetherium Ore Fragment - Return to Sir Oakley 33.4S 6.3E,TRUE
aetheriumraidslowstarted,,Verified,Verified,Aetherium Raid (Low),https://acportalstorm.com/wiki/Aetherium_Raid_(Low),Speak to Sir Oakley. In Direlands Gear Knight Invasion Area.,Speak with Sir Oakley 33.4S 6.3E - Gear Knight Excavation 36.0S 7.2E - Destroy Dull Aetherium Ore Stockpile - Pick up Dull Aetherium Ore Fragment - Return to Sir Oakley 33.4S 6.3E,FALSE
aggregateshardpickup,,Verified,Verified,Crystalline Adventurer,https://acportalstorm.com/wiki/Crystalline_Adventurer,Pick up Shard from Aggregate Wisp. In Crystalline Crag.,Crystalline Crag 14.6S 62.2W - Speak with Tokashi Ando - Crystalline Portal 17.0S 61.2W - Crystalline Portal 90+ - Crystalline Portal 110+ - Crystalline Portal 130+ - Speak with Shade of Ja'qu - Facility 15.7S 65.3W,TRUE
allowbalorrobe,,Verified,Verified,Aerbax's Prodigal Lugian,https://acportalstorm.com/wiki/Aerbax's_Prodigal_Lugian,Show Pristine White Mattekar Hide to Lord Kresovus. In Cragstone.,Cragstone 25.7N 49.2E Speak with Oswent the Pale - Linvak Tukal Speak with Lord Kresovus - Chambers Beneath Linvak Tukal 77.6S 28.0E - Trial of the Arm - Trial of the Mind - Trial of the Heart - Trials Graduation - Return to Lord Kresovus,FALSE
altarnest_flag,,Verified,,Tracking Grael,https://acportalstorm.com/wiki/Tracking_Grael,Access granted to the Altar Nest portal. See Varlanna.,Eastwatch - Speak with Varlanna at Whispering Blade Chapterhouse 59.9S 87.2W - White Spear's Cave 93.8N 40.1W - Altar Nest 75.9N 69.4E,FALSE
ambersharvested,Levistras,,Verified,Player has recently harvested Amber Crystal,,,,
ameliatoysfound,,Verified,Verified,Amelia's Lost Toys,https://acportalstorm.com/wiki/Amelia's_Lost_Toys,Toys Found Bitfield. See Dirt Pile; Amelia.,Graveyard 64.8S 43.8W - Speak with Amelia - Use Dirt Piles for 6 toys - Return to Amelia,TRUE
ameliatoysinprogress,,Verified,Verified,Amelia's Lost Toys,https://acportalstorm.com/wiki/Amelia's_Lost_Toys,Speak to Amelia.,Graveyard 64.8S 43.8W - Speak with Amelia - Use Dirt Piles for 6 toys - Return to Amelia,TRUE
ameliatoysturnedincount,,Verified,,Amelia's Lost Toys,https://acportalstorm.com/wiki/Amelia's_Lost_Toys,Keeps track of how many toys a player has turned in to Amelia.,Graveyard 64.8S 43.8W - Speak with Amelia - Use Dirt Piles for 6 toys - Return to Amelia,TRUE
ameliatoyswait,,Verified,Verified,Amelia's Lost Toys,https://acportalstorm.com/wiki/Amelia's_Lost_Toys,Timer for repeating the Amelia Lost Toys quest.,Graveyard 64.8S 43.8W - Speak with Amelia - Use Dirt Piles for 6 toys - Return to Amelia,TRUE
ancientbone_pickup,,Verified,Verified,Composite Weapons Upgrade,https://acportalstorm.com/wiki/Composite_Weapons_Upgrade,Player has picked up the Ancient Bone.,Ayan Baqur 46.1S 87.2W - Ancient Caves 46.1S 87.2W - Deeper Caves - Deepest Caves - Speak with Yuan Hanzu 60.1S 87.9W or Havala bint Mylos 60.1S 87.9W,FALSE
ancientcrestpickup,Levistras,,Verified,Picked up an Ancient Crest,,,,
ancientdiscoveries,,Verified,,Dericost Ruin Quest,https://acportalstorm.com/wiki/Dericost_Ruin_Quest,Loot Ancient Discoveries Book.,Sanamar 70.0N 62.4W - Speak with Grand Knight - Dericost Ruin 74.2N 74.2W - retrieve Ancient Discoveries book and Dericost Ruin Key - retrieve Dericost Tome - return to Grand Knight or Grand Mother of Silyun,TRUE
ancientemblemofmhoireturnin,,,,Non-Quest,https://acportalstorm.com/wiki/Non-Quest,Player has turned in a Ancient Emblem of Mhoire to the Arcanum Mana-smith. In Graveyard.,Player has turned in a Ancient Emblem of Mhoire to the Arcanum Mana-smith. In Graveyard.,FALSE
ancientfalatacotsymbolpickup,,Verified,Verified,Foundry of Izexi Quest,https://acportalstorm.com/wiki/Foundry_of_Izexi_Quest,Picked up Ancient Falatacot Symbol in Foundry of Izexi.,Encampment near Neftet 22.2S 6.2E - Speak with Fahneph - Foundry of Izexi 19.4S 6.7E - clear dungeon maze defeating enemies and destroying crystals - defeat optional miniboss Xilkvar for extra loot - reach and defeat Izexi and accompanying enemies - loot Legendary Key and Ancient Falatacot Symbol - use key in adjacent chest room - return to Fahneph,FALSE
ancientgobletcompleted,,Verified,Verified,Asheron's Trail,https://acportalstorm.com/wiki/Asheron's_Trail,Turn in Correct Goblet.,Cragstone - Speak with Shan Zhen - Bur Portal Summoning Site 67.4N 30.5E - Speak with Portal Servitor - Realaidain Eastern Vault 52.5N 39.1E - Realaidain Northern Vault 75.8N 4.3E - Realaidain Western Vault 58.0N 20.8W - Return to Portal Servitor - Return to Shan Zhen,TRUE
ancientgobletpickup,,Verified,Verified,Asheron's Trail,https://acportalstorm.com/wiki/Asheron's_Trail,Pick up any goblet.,Cragstone - Speak with Shan Zhen - Bur Portal Summoning Site 67.4N 30.5E - Speak with Portal Servitor - Realaidain Eastern Vault 52.5N 39.1E - Realaidain Northern Vault 75.8N 4.3E - Realaidain Western Vault 58.0N 20.8W - Return to Portal Servitor - Return to Shan Zhen,TRUE
ancientnecklacecompleted,,Verified,Verified,Asheron's Trail,https://acportalstorm.com/wiki/Asheron's_Trail,Turn in Correct necklace.,Cragstone - Speak with Shan Zhen - Bur Portal Summoning Site 67.4N 30.5E - Speak with Portal Servitor - Realaidain Eastern Vault 52.5N 39.1E - Realaidain Northern Vault 75.8N 4.3E - Realaidain Western Vault 58.0N 20.8W - Return to Portal Servitor - Return to Shan Zhen,TRUE
ancientnecklacepickup,,Verified,Verified,Asheron's Trail,https://acportalstorm.com/wiki/Asheron's_Trail,Pick up any necklace.,Cragstone - Speak with Shan Zhen - Bur Portal Summoning Site 67.4N 30.5E - Speak with Portal Servitor - Realaidain Eastern Vault 52.5N 39.1E - Realaidain Northern Vault 75.8N 4.3E - Realaidain Western Vault 58.0N 20.8W - Return to Portal Servitor - Return to Shan Zhen,TRUE
ancientringcompleted,,Verified,Verified,Asheron's Trail,https://acportalstorm.com/wiki/Asheron's_Trail,Turn in Correct Ring.,Cragstone - Speak with Shan Zhen - Bur Portal Summoning Site 67.4N 30.5E - Speak with Portal Servitor - Realaidain Eastern Vault 52.5N 39.1E - Realaidain Northern Vault 75.8N 4.3E - Realaidain Western Vault 58.0N 20.8W - Return to Portal Servitor - Return to Shan Zhen,TRUE
ancientringpickup,,Verified,Verified,Asheron's Trail,https://acportalstorm.com/wiki/Asheron's_Trail,Pick up any ring.,Cragstone - Speak with Shan Zhen - Bur Portal Summoning Site 67.4N 30.5E - Speak with Portal Servitor - Realaidain Eastern Vault 52.5N 39.1E - Realaidain Northern Vault 75.8N 4.3E - Realaidain Western Vault 58.0N 20.8W - Return to Portal Servitor - Return to Shan Zhen,TRUE
andrilosaccused,,Verified,Verified,Lunnum's Disappearance,https://acportalstorm.com/wiki/Lunnum's_Disappearance,Andrilos shown sketch first time. See Fiun Gaya.,Eastwatch 89.1N 47.6W - Speak with Fiun Gaya - Thief's Encampment 90.4N 47.6W - Ruschk Camp 83.2N 54.6W - Speak with Ruschk Camp Leader - Al-Jalima 7.4N 4.6E - Speak with Janda Sulifiya - Sanamar 72.0N 61.1W - Speak with Fabian Strinjelli - Thrungal Den 79.4N 71.6W - Speak with Andrilos,FALSE
andriloslives,,Verified,Verified,Lunnum's Disappearance,https://acportalstorm.com/wiki/Lunnum's_Disappearance,Andrilos allowed to live. See Fiun Gaya; Fiun Layeel.,Eastwatch 89.1N 47.6W - Speak with Fiun Gaya - Thief's Encampment 90.4N 47.6W - Ruschk Camp 83.2N 54.6W - Speak with Ruschk Camp Leader - Al-Jalima 7.4N 4.6E - Speak with Janda Sulifiya - Sanamar 72.0N 61.1W - Speak with Fabian Strinjelli - Thrungal Den 79.4N 71.6W - Speak with Andrilos,FALSE
